JoiningYear,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,Irrelevant_Predictor1,Irrelevant_Predictor2,Irrelevant_Predictor3
2014,3,30,Male,No,0,0.8455203459468312,4.250415156477194,a2
2018,3,28,Male,No,2,0.4004955352130989,3.3642881916943272,a1
2018,3,30,Male,Yes,2,0.8055953360682394,1.3117158917738898,a2
2013,3,25,Female,No,3,0.9271699196221171,4.830051933968049,a2
2017,3,26,Female,No,4,0.09132816533247956,4.147029471170648,a2
2014,3,28,Male,No,5,0.997671414142996,1.201381283774936,a1
2014,3,24,Male,No,2,0.015691239153233894,4.715346829850282,a2
2017,3,28,Male,Yes,3,0.2435862295559117,3.7716749575885227,a2
2015,1,24,Female,No,2,0.09586721564834144,3.383389858723551,a1
2016,3,25,Male,No,3,0.9444651500486569,1.789045832074812,a2
2015,3,30,Female,No,3,0.866906554957125,3.108944182742177,a2
2017,3,27,Male,No,5,0.5652301630728997,0.27861953469480394,a1
2017,3,27,Male,No,5,0.6360332246926722,3.8376162151308963,a2
2014,3,37,Male,No,2,0.39037828688078946,1.1730848515275272,a1
2018,3,27,Female,No,5,0.9652492284052422,1.0693924594162092,a1
2013,3,27,Male,No,5,0.3775190823332585,3.1814165140999666,a1
2012,3,36,Male,No,1,0.32821418855384876,2.649245622714631,a2
2018,3,27,Male,No,5,0.48862487103370944,1.1010889825872678,a2
2017,3,25,Male,No,3,0.0692944982234871,3.958467646644241,a1
2018,3,24,Male,No,2,0.6606794338651145,1.13837675595443,a1
2013,3,28,Male,No,3,0.39286315999383714,1.6861044001409242,a1
2014,3,26,Male,No,4,0.6307336516517711,3.9730089202144026,a1
2012,3,27,Male,No,5,0.28102100346221215,2.6862771984575797,a1
2012,3,26,Male,No,4,0.11836487171068477,2.801159295254845,a1
2018,3,25,Male,No,3,0.21471891339228477,4.444881265734071,a1
2017,2,27,Male,No,5,0.010425528323135924,3.3935446069700963,a2
2012,3,31,Female,No,4,0.12708464099403316,2.1398085906647224,a2
2014,3,38,Male,Yes,5,0.027610323041378892,1.4998206777426066,a2
2013,3,30,Female,No,4,0.8580889971376903,1.1112310881699465,a2
2012,1,31,Female,No,3,0.20125806658221324,3.787936246917836,a1
2015,3,28,Female,No,4,0.7145805625364438,1.164914988727705,a1
2013,3,27,Female,No,5,0.9970107644608255,0.4017732862013823,a1
2012,3,40,Male,No,0,0.17858367229995997,0.2843477316958698,a2
2013,1,28,Female,No,1,0.9264259606308949,1.5020729148320655,a1
2015,2,24,Female,No,2,0.6367112487080497,2.021228375417558,a1
2015,2,37,Female,No,4,0.6170636773161946,0.019652198048802916,a2
2017,1,25,Female,No,3,0.8093456979612484,1.3905991369940796,a2
2012,3,25,Male,No,3,0.9837542119954689,1.9382885647286885,a2
2017,2,38,Female,No,1,0.348771059280765,4.088947414492177,a2
2012,1,30,Female,No,2,0.5952000941380116,3.439481606273943,a2
2013,3,24,Male,No,2,0.19615575242202554,4.2768890114744,a1
2012,3,26,Male,No,4,0.33264943010465176,0.0789817085337291,a1
2017,1,25,Male,No,3,0.9646409622424906,0.2849135485844828,a2
2017,3,37,Female,No,0,0.42211400042856184,1.2549458593791512,a1
2018,3,30,Female,No,4,0.4255239338712655,0.4255246764421533,a2
2018,3,33,Female,No,2,0.6326106859699929,0.9305721600602052,a2
2015,3,40,Male,No,4,0.05778403895137729,1.4202736454238118,a2
2018,2,29,Female,No,1,0.6450071534733367,1.1617464842680314,a1
2017,3,35,Male,No,3,0.5042960614414645,4.659646375074596,a2
2012,3,31,Male,No,0,0.18995329765804136,3.238954396944076,a2
2013,2,27,Female,No,5,0.5360677146025817,0.17856974941875825,a1
2017,2,39,Female,No,0,0.6917208078141732,3.941118506340934,a2
2017,3,35,Male,No,1,0.7399298086526663,1.412234093473681,a1
2016,3,26,Male,No,4,0.025056967901170624,0.7687049704369975,a2
2017,3,33,Male,No,2,0.27344172468597105,1.3333810248822036,a1
2015,3,26,Male,No,4,0.4140340003508346,3.9239549512278247,a1
2018,3,26,Male,Yes,4,0.2798485162235351,0.6830221076493848,a1
2013,3,33,Male,No,2,0.2399665498809187,2.0524959491754835,a1
2017,3,24,Female,No,2,0.10492225246472853,0.5471663741287275,a2
2018,3,30,Male,No,0,0.7338411206798867,3.9372400631743645,a1
2017,2,34,Male,No,2,0.7375210376084863,2.695083196272077,a1
2016,1,25,Female,No,3,0.8979646330547011,4.277766934389796,a1
2014,3,40,Male,No,0,0.3655006941390493,2.0656224614104812,a1
2016,3,41,Male,No,3,0.2693133242092324,4.499945104540587,a2
2018,3,36,Female,No,3,0.8402064467500862,1.4672809772681805,a2
2017,3,27,Male,Yes,5,0.21067961624401843,2.9896676058443483,a1
2013,3,32,Male,No,0,0.5849132018750559,3.674436588630833,a2
2015,2,24,Female,No,2,0.7163934584058087,2.6903763267639516,a1
2017,2,29,Female,No,5,0.5915779031397141,0.11716066910649692,a1
2015,2,28,Female,No,5,0.5663518404440445,2.9287990975749736,a1
2013,3,27,Male,No,5,0.6139532065033111,0.9780259933892804,a1
2017,3,40,Female,No,4,0.005268239851392464,1.9436911799320322,a2
2017,2,27,Male,Yes,5,0.22390544657815037,1.5807731501137852,a2
2017,3,28,Male,No,1,0.841880759108541,1.1967490605795956,a1
2015,3,29,Male,No,2,0.2862993242265789,3.505276887772835,a2
2014,3,29,Female,No,4,0.22129015656638995,3.695061965719486,a1
2016,3,24,Male,No,2,0.4595979272281503,0.19579306542754693,a1
2012,3,23,Female,No,1,0.5954300096397513,1.6658764549358474,a1
2015,3,26,Male,No,4,0.7925106404477064,4.004356658669184,a1
2017,2,25,Male,No,3,0.5376186019463871,2.665103328202199,a2
2017,2,24,Female,No,2,0.5762587543776893,3.088840498604124,a1
2017,2,22,Male,No,0,0.8946178087655468,3.8429568449960354,a1
2015,3,24,Female,No,2,0.38222458440247875,4.267211369627073,a2
2017,3,25,Female,No,3,0.730213231091869,0.88713777190499,a2
2016,3,34,Male,No,4,0.7758060782320106,1.4739392344326907,a2
2012,3,32,Female,No,1,0.5829469946433512,4.2829548458591855,a1
2016,3,29,Male,No,5,0.8032389184123269,3.395128300461081,a2
2017,3,26,Male,No,4,0.020968288489831233,3.74914213841647,a1
2016,3,31,Male,No,1,0.03688418364206747,0.2465273230901771,a2
2017,3,41,Female,No,2,0.7377197523736237,0.6356765032228828,a2
2015,3,39,Male,No,2,0.29435775542475995,4.328588443481103,a1
2018,3,29,Male,Yes,2,0.3514568492783877,3.346131551243648,a2
2013,3,35,Female,Yes,3,0.11634934801909802,0.7372615072363753,a1
2014,3,27,Male,No,5,0.8864019648898297,4.929271002934776,a1
2014,3,30,Male,No,1,0.22685114813488583,3.7880946786441734,a1
2016,3,29,Female,No,1,0.47936349366534914,0.8971317567535203,a2
2015,3,39,Male,No,2,0.49410029142806855,1.3825639246501904,a2
2017,2,25,Female,No,3,0.5018804689248576,1.9056801978635813,a1
2015,1,32,Male,Yes,0,0.962262383525769,4.530143682182731,a2
2017,2,28,Male,No,2,0.8760925454520379,2.828698995063468,a2
2013,3,28,Male,No,1,0.19442964478927272,2.407498881639247,a1
2017,3,25,Male,No,3,0.059333622514008755,1.5376423430063895,a2
2013,3,26,Male,No,4,0.9172808592062546,4.183720130799975,a2
2015,3,24,Female,No,2,0.8442653542720805,2.7656940946032154,a1
2013,3,24,Male,No,2,0.2690828207052496,0.13458917555769723,a2
2014,3,28,Female,No,3,0.49675515711667384,3.603670310142043,a1
2017,3,29,Male,No,1,0.9440681202804603,3.7028253276790735,a1
2018,3,24,Male,No,2,0.5642608538312096,3.7322945541010366,a1
2018,3,37,Male,No,4,0.23423494869925676,1.8695359190364491,a1
2018,3,29,Female,No,3,0.4002910938784885,4.1376283789884045,a1
2016,2,36,Male,No,0,0.21387345747805975,0.6244898818048866,a1
2017,3,26,Male,No,4,0.1366746971088384,3.0877381460100466,a2
2015,2,28,Female,No,2,0.15453737926511957,0.14041588587208886,a2
2014,3,30,Male,No,2,0.87841767403575,0.30330821505587746,a2
2014,3,39,Male,Yes,0,0.3256225778316062,4.617958554656526,a2
2012,3,27,Female,No,5,0.06019061191296626,2.3773239247335596,a1
2014,3,28,Male,No,0,0.4603521290079915,0.860570074682111,a1
2015,3,27,Female,No,5,0.7169717159143446,2.52173818507579,a2
2012,3,26,Female,No,4,0.8258333524211249,3.933301676910566,a2
2013,3,28,Male,No,2,0.14654603889666729,2.206815893063494,a1
2017,3,34,Male,No,5,0.1879582444576241,0.14789166110816765,a1
2013,3,26,Male,No,4,0.6451261662103891,0.931769911875599,a2
2016,2,30,Female,No,2,0.5556425018845517,2.633291308147318,a1
2015,3,24,Male,No,2,0.15846881403910829,0.042376629590320514,a1
2016,3,27,Female,Yes,5,0.5625569977987315,3.7727002795235007,a1
2017,3,40,Male,Yes,1,0.8012843814745275,4.474784034299114,a1
2015,3,28,Male,No,2,0.833134900867602,1.1001680763924604,a2
2016,3,26,Male,No,4,0.8753273108865913,1.013574917870315,a1
2014,3,28,Male,No,1,0.49665838198021195,2.613489463020024,a2
2014,3,28,Female,No,1,0.9290849056502256,2.746397812595233,a1
2017,3,28,Male,No,1,0.2536248025377562,2.532547673227616,a2
2014,3,27,Female,No,5,0.834552339028289,2.4757168572586368,a2
2015,3,27,Female,No,5,0.6617005964845624,0.6333440532509971,a2
2013,3,26,Female,No,4,0.2885162952139555,2.5720941738544694,a2
2015,3,26,Male,No,4,0.0461482388936475,4.0766804996370505,a2
2012,3,39,Male,No,2,0.40099172980962594,4.801352747182893,a2
2017,2,26,Male,No,4,0.22030326748920237,1.58768186462992,a1
2015,3,26,Male,No,4,0.8863670125133554,2.9832453411138804,a2
2016,1,26,Male,No,4,0.8583712178473739,1.1599625502862698,a1
2015,1,28,Female,No,0,0.4845035874951956,2.1656261546309663,a1
2017,3,34,Female,No,2,0.7742776399075032,2.4164230338647115,a1
2018,3,26,Male,Yes,4,0.9980313329934108,2.0658304633451614,a2
2017,3,25,Female,No,3,0.6370582606845517,4.770470960741944,a1
2013,2,22,Male,Yes,0,0.27753075078659306,3.552889441574303,a1
2017,2,28,Male,No,2,0.5095541939833691,2.5933459933013205,a2
2015,2,37,Female,No,3,0.5990400238332193,2.0266389129929987,a1
2017,3,24,Male,No,2,0.02552776431871262,4.9676188045667775,a2
2014,3,25,Male,Yes,3,0.9382718513297018,3.199763742939599,a2
2015,3,27,Male,No,5,0.6808386597456232,4.839863676167136,a2
2017,3,24,Female,No,2,0.6407553397443959,3.0625087026012365,a1
2016,1,25,Female,No,3,0.3882085156106079,2.8413133806920348,a2
2013,3,35,Male,No,1,0.6067959560158704,0.7307543502120822,a1
2018,3,26,Female,No,4,0.3137119012519679,2.3969730938142964,a2
2017,2,29,Male,No,4,0.3133201920909122,3.889995689478933,a1
2016,3,26,Male,No,4,0.4599532150239405,1.7756830693274583,a1
2013,3,27,Female,No,5,0.41090021760324935,4.495885647580629,a2
2017,3,28,Female,No,5,0.3481969295809484,1.0444299906016241,a1
2016,3,24,Female,No,2,0.7141228002409773,3.774336814617868,a1
2013,2,29,Male,No,1,0.2295155160058745,4.074355506585797,a1
2012,3,33,Male,No,1,0.2930630744459345,1.0450979055718246,a1
2017,2,24,Female,No,2,0.1392411960836457,2.2322185259575433,a2
2016,3,39,Female,No,1,0.9714210188167142,1.757773657827173,a1
2012,3,38,Female,No,3,0.37538064444687935,0.7088386824181925,a1
2017,2,27,Male,Yes,5,0.6138319512368525,4.436080860880781,a1
2012,3,27,Male,No,5,0.9343199653566001,2.5325906537505682,a1
2016,3,41,Female,No,1,0.07861784772086255,0.2234095229643407,a2
2017,3,29,Male,No,1,0.86422394240255,3.4974446758195663,a2
2015,2,26,Female,No,4,0.8521236048480234,2.3836041929237384,a2
2017,2,30,Female,No,2,0.45878230593634084,4.543949514666938,a2
2018,3,26,Male,Yes,4,0.17651431138589557,4.255777325441009,a1
2016,3,27,Female,No,5,0.515183156470337,0.7009805881622677,a2
2014,3,27,Male,No,5,0.1551167078551835,0.7396490448610316,a1
2014,3,26,Female,No,4,0.977753436963533,0.4169822905141668,a1
2015,3,32,Female,No,2,0.21118739423738908,4.620392625260337,a1
2014,3,27,Male,No,5,0.5218031626875552,4.683907811813847,a1
2013,2,26,Male,No,4,0.29037369136029667,1.592998822044176,a1
2017,2,33,Female,No,4,0.28338196967347473,3.884454682954054,a1
2015,3,25,Female,No,3,0.3020272143754106,4.091077376339534,a2
2012,3,26,Male,No,4,0.7891235242603344,4.426665418278236,a2
2017,3,26,Female,No,4,0.7716440263409265,0.42293662474909455,a2
2012,3,40,Male,Yes,2,0.9951638649360887,1.9310926144060314,a2
2014,3,26,Male,No,4,0.14212376350531286,3.973821497328548,a1
2016,2,28,Male,No,3,0.6827112305234851,2.70008636704727,a2
2012,3,27,Female,No,5,0.3222963913723411,0.21576228209380044,a2
2012,3,27,Female,No,5,0.26469137660779285,2.809086693158914,a1
2012,3,24,Female,No,2,0.9796291823026819,1.7363422924917677,a2
2014,3,34,Male,No,3,0.7291770961835609,2.7189510703999433,a1
2015,3,38,Female,No,0,0.34601302047775284,3.7324225447862402,a2
2014,3,37,Male,No,3,0.048245942834061695,4.97496127489988,a1
2017,2,26,Female,No,4,0.9390320748506371,2.3438719286991487,a1
2013,2,26,Male,No,4,0.05510555115763904,1.7415797637862984,a2
2016,3,28,Male,No,2,0.5290642387585262,3.7208348073444637,a2
2015,3,25,Female,No,3,0.38997705949210426,0.8327315932019846,a1
2017,2,33,Male,No,6,0.767818971897814,2.9065739528460326,a1
2016,3,22,Female,No,0,0.999013408567967,1.6924129415498002,a1
2015,3,28,Male,No,2,0.47624894248016814,3.5244936118591847,a1
2017,2,28,Female,No,2,0.5580273400608963,1.2383388950444534,a2
2017,2,27,Male,No,5,0.12876506925320041,2.6657160208186212,a1
2016,3,28,Female,No,4,0.5473129780139483,4.96897758281928,a1
2015,2,24,Female,Yes,2,0.9375736074321273,0.006043844564909695,a2
2017,2,28,Female,No,3,0.3121948570548865,0.9004310208173832,a2
2014,2,26,Female,No,4,0.05085227788250635,2.9502238965960643,a1
2015,2,26,Female,No,4,0.9892543712619916,3.86097197706567,a1
2017,2,25,Male,No,3,0.36033456437574873,1.5194028502255386,a1
2016,3,26,Male,No,4,0.2124203785421772,2.5885948239802787,a2
2016,3,26,Male,No,4,0.6317110206068921,1.8118648382319769,a1
2012,3,24,Male,No,2,0.9538464377879778,1.788822602647564,a2
2015,3,28,Male,Yes,4,0.0022352674922138105,0.9844255221555043,a1
2015,3,24,Male,No,2,0.2682342042060588,0.8215084738083656,a2
2013,3,27,Male,No,5,0.4760133206777598,1.3462171781929055,a2
2018,3,28,Male,No,2,0.7482306817783044,4.799311978331251,a1
2014,3,28,Male,No,1,0.6261654011037208,0.12252594145885198,a1
2018,3,25,Male,No,3,0.10328075033876016,0.9578752046709849,a2
2013,3,32,Male,No,5,0.764015268854138,0.6523954109684577,a2
2016,3,34,Female,No,0,0.6231520149285632,3.2744413733630195,a2
2017,2,26,Male,No,4,0.49223110708982454,0.8212751228299192,a1
2016,3,24,Male,No,2,0.45196115785095936,4.659157713004576,a2
2018,3,26,Male,No,4,0.644273091522247,0.4514586658210873,a1
2014,1,30,Female,No,3,0.8813120986429397,2.2810449510524227,a1
2015,1,27,Male,No,5,0.9713201429831982,1.8839629632444477,a1
2014,3,33,Male,No,5,0.47907363579372986,2.3838194894741234,a1
2012,3,26,Female,No,4,0.8932300993577659,1.5273345629596151,a2
2013,3,28,Female,No,3,0.2712938867136808,1.1493926074670757,a1
2017,2,40,Female,No,3,0.6853522961040173,0.8741355828972047,a1
2018,3,30,Male,No,2,0.5745759299691212,4.270379538633103,a1
2014,3,33,Female,No,4,0.7794130713491528,2.981211307345405,a1
2012,2,27,Female,No,5,0.113083243824458,1.6974400479444633,a2
2012,3,39,Female,No,2,0.9955946132416068,4.652342463181661,a2
2012,3,28,Female,No,2,0.19727095506768288,1.4161448401431032,a1
2015,2,32,Female,No,0,0.8245912381165272,2.866929369548497,a2
2017,1,34,Male,No,1,0.10808743803310805,4.832319284188734,a1
2013,3,25,Female,No,3,0.8981241307222994,2.4720588054174653,a2
2017,3,26,Male,No,4,0.8167633679843872,4.4731649786852445,a2
2017,3,33,Male,No,5,0.8909655521082859,0.06374877487562658,a2
2012,3,32,Male,No,1,0.6188341941293163,3.4985664645724435,a2
2014,3,25,Female,No,3,0.2108433938363573,2.7458050981147775,a2
2013,3,36,Male,No,5,0.6961374247112516,1.3291227782099062,a1
2018,3,24,Male,No,2,0.12306845795779331,4.202319196440231,a2
2015,1,40,Female,No,1,0.3463325931290395,0.17082322645295467,a1
2017,2,29,Female,No,2,0.6536119281165145,3.747897185602933,a2
2018,3,25,Male,Yes,3,0.24067591410438627,0.3218976447478983,a1
2014,3,28,Male,No,0,0.5535182625706763,0.7604184972864947,a2
2017,3,25,Female,No,3,0.8201158694595932,1.4089907547946556,a2
2018,3,32,Female,Yes,2,0.6484001433941917,4.85127150746573,a1
2013,1,25,Male,No,3,0.4997597883893772,1.1913216941401,a1
2013,3,36,Male,No,0,0.22702393244428765,0.3043203127444305,a1
2018,3,33,Female,No,0,0.5017185947621285,4.6118955875453,a2
2013,2,30,Female,No,5,0.30765718651004126,0.657924661199446,a1
2018,3,33,Male,No,5,0.4619581124756422,1.5074939134086867,a1
2013,3,28,Male,No,0,0.4525700118881334,1.8348139971106314,a1
2017,2,25,Male,Yes,3,0.5344398445050951,3.5310639635491867,a1
2012,3,26,Male,No,4,0.3498666815759217,2.175837052874414,a2
2013,3,32,Male,No,1,0.6006632513366874,3.8459945208945485,a1
2014,3,26,Female,No,4,0.46875045558563877,1.2462747450188054,a2
2016,3,27,Male,No,5,0.6428743269454491,4.369979392390149,a1
2018,3,24,Male,No,2,0.4385497865263007,1.7806836788217673,a2
2017,2,30,Female,No,2,0.6439204597441147,0.5573617817173593,a2
2017,2,27,Male,Yes,5,0.46906711633951603,4.692062206380029,a2
2017,3,38,Female,No,2,0.12779364075181288,0.3527133544633687,a1
2016,3,35,Male,No,1,0.17119120267295207,4.947432646232615,a2
2013,3,24,Female,No,2,0.39477055076198775,4.563336553421556,a2
2012,3,27,Female,No,5,0.18719346217774346,3.263818989731218,a2
2015,3,28,Male,No,5,0.6931285965196551,0.39841748317133163,a1
2017,1,36,Female,No,0,0.6089760892138354,0.34885093721779836,a1
2013,3,40,Female,Yes,5,0.8969849739795152,3.1205275264845267,a2
2016,2,36,Female,No,4,0.7349619746241572,4.017134153036978,a1
2015,3,32,Female,Yes,1,0.25402537429407246,0.17649377677497413,a1
2016,3,33,Male,No,0,0.7612905113431296,1.9863483824010193,a2
2017,2,26,Female,No,4,0.07565272429930114,0.06316572900393058,a2
2015,1,24,Female,No,2,0.7000671792859414,4.270409058328026,a1
2015,3,24,Male,No,2,0.5974793233898182,4.73139125714318,a1
2015,2,28,Female,Yes,2,0.16586419604626923,3.3987443656205825,a2
2013,3,28,Male,No,1,0.5274204341334668,4.805266884280307,a2
2017,2,25,Female,Yes,3,0.8043155204779091,0.09852138986639891,a2
2017,2,28,Male,No,1,0.2908979902715979,0.5360644186708985,a1
2014,3,26,Male,No,4,0.6865451427901784,0.6750367217876352,a2
2016,3,30,Male,No,1,0.9670871934944465,3.503771478465925,a1
2016,3,40,Female,No,1,0.73219809712098,0.05106537761339569,a1
2015,2,28,Female,Yes,2,0.7345407780615223,2.9174599852992325,a1
2015,1,24,Female,No,2,0.3796063232486221,1.0417050929530673,a2
2017,2,37,Female,No,4,0.314678413553622,3.0494588003817062,a1
2013,3,35,Male,No,2,0.5491170396502539,4.78354978095918,a2
2015,2,30,Female,No,4,0.7517383752741327,4.0279054426383585,a1
2015,1,29,Male,No,4,0.8565764806536716,1.3486907144880056,a2
2016,3,27,Male,Yes,5,0.5757683204303407,3.7601067254565907,a2
2013,3,32,Male,No,5,0.7161482761656746,2.448090116083439,a1
2018,3,26,Male,No,4,0.7755619395420708,0.1121599615539387,a1
2016,3,40,Male,No,3,0.679000509244563,4.553404441249989,a2
2015,2,25,Female,No,3,0.04023969699032237,3.184712586185649,a1
2016,3,26,Male,No,4,0.19561815376384561,1.674966845601401,a1
2014,1,36,Female,No,1,0.5562099350646694,4.547493347969531,a2
2017,3,24,Male,No,2,0.0150275272138789,2.6514415647188736,a2
2016,3,27,Female,No,5,0.412513316274599,4.2412844825738265,a1
2012,1,34,Male,No,0,0.31757592366990217,1.0299691250897525,a2
2017,3,26,Male,No,4,0.42746204969448565,2.4176813909257575,a2
2017,3,32,Male,No,5,0.7363912382134766,4.007618305543153,a1
2017,2,24,Female,No,2,0.4965190610337876,0.39741480709458876,a1
2018,3,34,Male,No,2,0.5605767975789038,2.7728116398484204,a2
2015,3,27,Male,No,5,0.9297669372336979,4.237562282297479,a2
2015,3,29,Female,No,2,0.9618764791959958,1.772862416562217,a2
2012,3,26,Male,No,4,0.2708052373668577,4.3626376485869685,a1
2015,3,27,Female,No,5,0.6530001479711294,1.6524925905335968,a2
2013,3,28,Male,No,1,0.3448320298648806,3.02662720512485,a2
2018,3,32,Male,No,1,0.1325723909114599,0.6448597610467832,a2
2017,2,24,Female,No,2,0.06118939901668652,3.733572624090487,a1
2013,2,24,Male,Yes,2,0.9268421031430336,1.66763701853252,a1
2015,3,28,Male,No,3,0.24828864237857917,1.9588853848584127,a1
2015,3,26,Female,No,4,0.005051349042157871,4.910442842634891,a1
2015,2,28,Female,No,1,0.8754602000465042,1.552622698648758,a1
2014,3,27,Female,Yes,5,0.3007551810887875,2.582441081675863,a2
2018,3,25,Female,No,3,0.8654270919381146,2.6781210230931785,a1
2015,1,35,Male,No,3,0.3195970256983057,3.778372820254139,a2
2013,3,32,Male,No,2,0.9976033297367313,3.8332409126515268,a1
2017,2,32,Female,No,2,0.4488296668825821,4.367212447370546,a1
2015,2,41,Female,No,3,0.7899349766012602,3.2630042322982398,a1
2018,3,41,Female,No,2,0.7587268437376715,2.8263703739366557,a2
2013,3,30,Male,No,3,0.6361510294831481,2.177732498795511,a2
2013,3,25,Male,No,3,0.8505525237145647,4.966524801623898,a1
2017,2,26,Male,No,4,0.06467618929873142,2.5920677732772806,a1
2013,3,25,Male,No,3,0.5576826430208955,0.18268246077240813,a1
2017,3,26,Male,No,4,0.6846788471630768,3.1379168684090555,a2
2015,2,24,Female,No,2,0.825564389431092,1.8166260408391217,a1
2016,3,25,Male,No,3,0.593458511367494,3.8077215234565993,a2
2016,3,26,Male,No,4,0.26898420529097467,1.417055212568445,a1
2014,2,24,Female,No,2,0.5002343135716978,0.24331542956446683,a2
2017,3,27,Male,No,5,0.6996396570977936,0.4455556694349322,a2
2015,3,25,Male,No,3,0.025893837537163455,2.194333981972107,a2
2018,3,28,Male,No,2,0.5068713056197649,0.994606254446252,a2
2015,3,25,Male,No,3,0.2062632711721606,3.5541353591112306,a1
2014,3,27,Male,No,5,0.24787977963920815,4.119370465754327,a1
2017,2,27,Female,No,5,0.16870198826725946,0.23545241669889472,a2
2015,2,27,Female,No,5,0.09342391714994958,2.1887756924012924,a1
2015,2,26,Female,No,4,0.502725782003042,2.0742712789768243,a2
2013,3,27,Male,No,5,0.5226421602551862,2.6117512295762353,a1
2013,3,26,Male,Yes,4,0.26808408802593453,0.4543170946211983,a2
2016,3,41,Male,No,1,0.37746803386429206,0.4789678148406862,a1
2018,3,28,Male,No,2,0.40117387951060246,2.567513206598659,a2
2017,2,25,Female,No,3,0.6952436985106643,4.811912790854716,a1
2018,3,40,Female,No,3,0.315090780463924,4.643213439755419,a2
2018,3,26,Male,No,4,0.6842222435381496,1.0516125539367644,a1
2014,1,37,Female,No,4,0.6946490967748257,1.3219722492984847,a2
2017,2,36,Male,No,2,0.2567936385573839,3.183445710956043,a2
2017,3,35,Female,No,5,0.34007193898802734,4.938737260417197,a1
2014,3,22,Female,No,0,0.3876132448760501,4.704107857374958,a2
2012,3,24,Male,No,2,0.5119664949781895,2.2239842379003467,a1
2012,3,30,Female,No,1,0.9513384662241503,3.902432856315125,a1
2017,3,24,Male,No,2,0.38127110707708456,4.249813354136348,a1
2018,3,29,Male,Yes,1,0.9154729470201409,1.8727901277045182,a2
2013,3,41,Male,No,2,0.02398357114581795,3.5653872380571636,a1
2012,1,26,Male,No,4,0.8192571142557088,4.527394844859564,a2
2014,3,36,Female,No,3,0.6612326541359976,0.015392009267958251,a2
2012,3,30,Male,No,1,0.4615895545971258,4.645554330335143,a1
2016,3,37,Female,No,0,0.6342730216910292,0.5981897542365933,a1
2014,3,27,Male,No,5,0.3933681290752524,1.022075867593093,a2
2015,2,32,Female,No,2,0.5400557763599881,0.2372856406425028,a1
2014,3,27,Male,Yes,5,0.9181853567317919,0.9022497076339059,a2
2018,3,26,Male,Yes,4,0.9122590570399574,4.6967158618176095,a1
2014,3,24,Male,No,2,0.8012139958210678,4.032819062087953,a1
2013,3,30,Male,No,0,0.3851136205871747,3.0847548738857746,a1
2013,3,28,Male,No,0,0.9824359323009717,0.8201205035695663,a2
2015,3,25,Male,No,3,0.06645383468541033,1.650004224937055,a1
2015,2,39,Female,Yes,0,0.2271213872128024,4.471723916931597,a2
2018,3,28,Male,No,1,0.2643977271766993,4.5050637577855115,a2
2017,3,24,Male,No,2,0.40391005729992646,3.379821158875661,a1
2016,1,31,Female,No,5,0.6356649468730897,2.138519637878887,a2
2013,3,28,Female,No,2,0.7625816899463949,3.7863698515760102,a1
2018,3,24,Male,No,2,0.012948771553429772,4.431472530190236,a1
2016,3,30,Male,Yes,1,0.15493237780492597,2.879332586798184,a1
2014,2,32,Male,No,3,0.41463508821320194,1.6527655587064176,a1
2016,3,30,Male,No,1,0.026136748734566062,3.1242916375822842,a1
2015,2,28,Female,No,1,0.3954871943699687,0.23307197503874166,a1
2018,3,27,Male,Yes,5,0.13145561416456963,3.7842166424583983,a1
2014,3,32,Male,No,5,0.9819945627926195,1.8240619179459916,a1
2015,3,28,Male,Yes,2,0.6990317092465692,1.9742853673844234,a1
2015,3,27,Female,No,5,0.8625565826764179,0.2742469949628479,a2
2017,3,31,Female,No,0,0.640973339717861,1.237190797172818,a1
2017,3,25,Female,No,3,0.6596543342500008,1.7081921507934983,a2
2017,3,34,Female,No,2,0.35305716561744627,1.4911160841034872,a1
2014,3,31,Male,No,3,0.72567012932224,3.360854423307356,a1
2015,2,29,Female,No,1,0.6161241956407674,3.76596664633833,a1
2012,3,26,Female,No,4,0.9792104359533113,1.477858247948241,a1
2017,2,28,Male,No,3,0.14051435149976021,0.4478262486024448,a1
2016,2,36,Female,No,0,0.7617009666485225,2.4138861619597005,a1
2018,3,25,Male,No,3,0.022156261674065703,2.6339180848900505,a2
2014,3,33,Female,Yes,4,0.0701931351283176,3.3044309649822976,a1
2017,2,25,Male,No,3,0.3915001814350504,4.2884020088633985,a1
2018,3,27,Female,Yes,5,0.8991014030636837,1.8820726750628052,a2
2017,3,25,Male,No,3,0.6033717661638713,4.735025886863038,a1
2018,3,26,Female,No,4,0.4119478204532262,1.1818033044516456,a1
2018,3,24,Female,Yes,2,0.7583071130386495,0.7479908574362221,a2
2018,3,27,Male,No,5,0.7016504991890349,3.735947958754551,a1
2015,3,28,Male,No,1,0.20718744042684056,3.645659104801159,a1
2017,3,34,Male,Yes,0,0.4022820840725704,3.9850449105173356,a1
2012,3,36,Male,No,1,0.741300037058618,2.7834291550048142,a2
2017,2,26,Female,No,4,0.17358262793470292,3.464225732715027,a1
2013,3,36,Male,No,1,0.6328190929712784,1.2158579431496226,a1
2017,2,36,Male,No,3,0.18003397947097777,3.460221902372649,a2
2016,1,30,Male,No,4,0.49289480269443997,3.85756021508261,a1
2013,3,40,Male,No,1,0.7854425967802093,4.412813577081578,a2
2012,3,35,Male,No,1,0.29363722598347863,1.0773288637763734,a2
